-0.299249 0.038151
-0.184017 0.185244
0.051006 -0.012076
-0.089825 0.237577
0.193704 0.147963
-0.195535 0.215366
0.126301 0.008121
-0.117603 -0.291009
-0.245158 -0.081329
-0.211612 -0.200461
0.293115 -0.032585
-0.228550 -0.297198
-0.294653 -0.073272
0.018998 0.042711
0.061058 0.064299
-0.200259 0.097827
-0.029527 -0.088726
-0.265777 0.064611
0.169991 0.181564
0.011930 -0.118830
0.225584 0.136006
0.273540 0.255431
0.023612 -0.214597
-0.022752 -0.158803
0.217344 -0.174239
0.167794 0.206192
0.298077 0.299817
0.066900 -0.064537
-0.140272 -0.121632
0.204086 -0.285754
-0.074480 -0.244426
0.106323 -0.266271
-0.294726 0.251274
-0.134468 -0.136262
0.052745 0.114710
0.202567 0.135896
-0.009037 -0.176785
0.146242 -0.018925
-0.025224 0.269494
0.146663 -0.235032
0.059429 -0.068859
0.141005 0.065380
0.043443 -0.083197
-0.209067 -0.164937
-0.044908 0.181729
0.010263 0.293994
0.150929 -0.092663
-0.198611 0.094385
-0.004862 -0.261876
0.119855 0.002884
-0.211502 0.269750
-0.215055 0.243071
0.115735 -0.118171
-0.044066 -0.257775
0.279968 0.109912
-0.208060 0.226353
0.193008 0.049229
-0.185189 -0.193265
0.190316 -0.014841
-0.206668 0.002353
0.139210 -0.056645
-0.132252 0.041246
0.109345 0.153511
0.133149 -0.014823
-0.226188 -0.079315
0.200809 -0.278942
0.010208 0.097790
-0.044267 -0.237193
0.269604 0.252831
0.029728 -0.092407
-0.016965 -0.075011
0.208188 -0.109876
-0.026341 -0.136866
0.289782 -0.121320
0.143513 0.040367
-0.182406 0.156789
0.203665 -0.061406
0.000540 0.234098
-0.283520 0.296777
0.043553 -0.269695
0.018796 -0.183560
0.205826 0.076055
0.094568 -0.181289
0.205295 -0.226005
-0.234043 0.145875
-0.111560 0.264641
-0.128352 -0.098212
-0.215842 0.139851
0.200772 0.124799
0.060143 0.148329
-0.148366 -0.213315
-0.299030 -0.263396
0.183743 0.211576
-0.173653 -0.230638
0.031925 -0.291449
-0.231736 -0.027293
0.151332 0.111689
0.026066 -0.255669
-0.037968 -0.178835
0.117731 -0.125788
-0.837986 0.639457
-0.753279 0.819547
-0.722791 0.596115
-0.797519 1.077825
-0.682543 1.054881
-0.986032 0.701569
-0.992990 1.097107
-0.825535 1.098810
-1.041496 0.875103
